Mall Name,Mall State,Mall Address,Mall Phone,Mall Latitude,Mall Longitude,Mall Number of Stores,Mall Stores List
Alamo Quarry Market,Texas,"255 East Basse Road, Suite 400, San Antonio, TX 78209",210.824.8885,29.4952895,-98.4805919,80 stores, 20 Nine Rest./Wine Bar |  Alta Moda Salon |  Amy's Ice Cream |  Ann Taylor |  AT&T; |  Avenue |  Bally Total Fitness |  Banana Republic |  Bath & Body Works |  Bed Bath & Beyond |  Ben Adams Jewels & Gifts |  Borders |  Borders Cafe |  Calico Corners |  California Pizza Kitchen |  Canyon Cafe |  Club Humidor |  Coldwater Creek |  Corner Bakery & Cafe |  Crazy 8 |  Draper's & Damon's |  Everything But Water |  EZ's Brick Oven & Grill |  Fast Forward |  Fire Bowl Cafe |  Fleming's Steakhouse/Wine |  Francesca's Collections |  Freddy's Steakburgers |  GameStop |  Gap  |  Hallmark Gold Crown |  Charming Charlie |  Chico's |  Chili's |  Chipotle Mexican Grill |  J. Alexander's |  J. Jill |  James Avery Craftsman |  Joe's Crab Shack |  Jos. A. Bank |  Kay Jewelers |  Learning Express Toys |  LOFT |  Lucchese Boot Co. |  Lululemon Athletica |  Matress Firm |  Michaels |  My Fit Foods |  OfficeMax |  Old Navy |  Orange Cup Yogurt |  Oreck Vacuums |  P.F. Chang's China Bistro |  Papouli's Greek Grill |  Piatti Italian Ristorante |  Pottery Barn |  Quarry Nails |  Rack Room Shoes |  Regal Cinemas |  Relax The Back |  Restoration Hardware |  Soma Intimates |  Sprint |  Starbucks Coffee |  Sunglass Hut |  Tanfastic |  TGF Precision Haircutters |  The Woodhouse Day Spa |  Today's Eyes |  Ulta Beauty |  University Coop |  Verizon Wireless |  Victoria's Secret |  White House|Black Market |  Whole Earth Provision Co. |  Whole Foods Market |  Wolf Camera |  Yankee Candle |  Yogurt Zone
Albany Mall,Georgia,"3500 Eastern Boulevard, Montgomery, Alabama 36116",334-277-1000,32.333454,-86.2317769,93 stores, 5th Avenue Fashions |  A Spot |  Abraham's Leather |  Aeropostale |  Albany Nails |  Albany Newstand |  American Eagle Outfitters |  Amy's Hallmark |  Ashley Stewart |  ATM Bank of America |  Auntie Anne's Pretzels |  Babbage's |  Bath & Body Works |  Beautiful Brows |  Belk |  Blue Moon Yogurt |  Body Shop |  Books-A-Million |  Carmen's |  Cellular Center-Verizon |  Cinnabon |  City Gear |  Claire's  |  Dillard's |  Eses Shoes |  f.y.e. |  Foot Locker |  Footaction USA |  Gap  |  GNC |  Gold-N-Diamonds |  Great American Cookies |  H&R; Block |  Hibbett Sports |  Chick-fil-A |  China Cafe USA |  Chuck E. Cheese's |  JCPenney |  JCPenney Optical |  JCPenney Salon |  Jewelry Land |  Jo-Ann Fabrics & Craft  |  Journeys |  Kay Jewelers |  Kirkland's |  Lady Foot Locker |  Lane Bryant |  LensCrafters |  Lids |  Man Alive |  MW Tux |  Nail 1st |  Natural Hair Wonders |  New York & Company |  Olan Mills |  Old Navy |  On the Spot Jewelry |  Oxford St. Mans |  Payless ShoeSource |  Pets & Pals |  Prepaid Zone - Altel |  Prestige Jewelry |  RadioShack |  Reeds Jewelers |  rue21 |  Salon & Spa (Dillard's) |  Sbarro |  Sears |  Sears Automotive Center |  Sears Optical Center |  Sears Portrait Studio |  Shinault's |  Shirin Jewelers |  Shoe Box |  Shoe Dept. |  Silver City |  Spencer's |  Sugar Shack |  Sunglass Hut |  Sunset Grill |  Ta's Closet |  The Children's Place |  Toys R Us |  Trade Secret |  Treasures |  University Gifts&Apparel; |  Victoria's Secret |  Walk-N-Talk-T-Mobl/Sprint |  Wet Seal |  Wing Dixie & Deli |  Wireless Communications |  Zales The Diamond Store
Alderwood,Washington,"3000 184th St. S.W., Room 127, Lynnwood, WA",425-771-1121,47.829906,-122.2725703,186 stores," Abercrombie & Fitch |  Abercrombie Kids |  Absolute Body Jewelry |  Aeropostale |  ALDO |  Alley Kat |  AMC (Loews) Alderwood Mall 16 |  American Apparel |  American Eagle Outfitters |  Apple Computer |  AT&T; |  Auntie Anne's Pretzels |  Auntie Anne's Pretzels - Food Court |  Aveda |  Banana Republic |  Bath & Body Works |  BC Surf & Sport |  Beauty Works |  Ben Bridge Jewelers |  Billabong |  Blue C Sushi |  Body Shop, The |  Border's Books & Music |  Brookstone |  Brow Art - New Location! |  Buckle |  Build-A-Bear Workshop |  Cache |  Cajun Grill |  Cash For Gold |  Cell Phone Accessories |  Cinnabon |  Claim Jumper |  Claire's Accessories |  Clark’s of England |  Clear |  Coach |  Coldstone Creamery |  Coldwater Creek  |  Comcast |  Crocs - New Location! |  Currito Burrito |  Daiso |  Diamond Wireless |  Disney Store, The |  Eddie Bauer  |  Empire Today |  Etiquette - New Location! |  Express |  Fast Fix Jewelry Repairs |  Finish Line |  Foot Locker  |  Forever 21  |  ForLove 21 |  Francesca's Collections |  Fred Meyer Jewelers |  Fuego |  FYE |  Game Stop - Center Court |  Game Stop - Food Court Wing |  Gap |  GapKids |  Gene Juarez Salon |  Ghost Armor |  GNC Live Well |  Godiva Chocolatier |  GW Portraits |  Gymboree |  Helly Hansen |  Helzberg Diamonds |  Hollister |  Hot Dog on a Stick |  Hot Topic  |  House of Cutlery |  Champs Sports  |  Charley's Grilled Subs |  Chico's |  Christopher & Banks  |  Icing by Claire's  |  ISO Beauty |  J & G Fashions |  J. Jill  |  Jamba Juice |  Janie and Jack |  Japan Cafe |  JCPenney |  JCPenney Hair Salon |  JCPenney Optical |  JCPenney Portrait Studio |  Jos. A. Bank Clothier |  Journey's |  Just Sports |  Justice/Limited Too |  Kay Jewelers |  Kits Camera |  Lady Foot Locker |  Lane Bryant |  Lava Java |  Learning Quest Toys |  Lids |  Limited, The |  L'Occitane |  LOFT |  Love Culture |  Luxury Nails |  Macy*s |  Made in Washington |  Mariners Team Store |  Mark's Gold Crown Hallmark |  Metropark |  Mia & Maxx Hair Studio |  Micabella |  Motherhood Maternity |  Mrs. Fields Cookies |  My Cute Pillow Pets |  Naartjie |  New Balance |  Nordstrom |  Nordstrom Café Bistro |  Oakley “O” Store |  P.F. Chang's China Bistro |  Pacific Sunwear |  Panda Express |  Panera Bread |  Papyrus |  Parfumerie |  Payless Shoe Source |  Pearle Vision Center |  Picture People, The |  Piercing Pagoda |  Pokemon - Now Open! |  Pottery Barn |  Precision Time |  Proactiv |  Pumpkin Patch |  Quizno's Classic Subs |  Red Mango |  Regis Salon |  REI |  Romano's Macaroni Grill |  Romy |  Rosetta Stone |  Sanrio |  Sbarro |  Sears |  SEARS Driving School |  Sears Portrait Studio |  Select Comfort |  Sephora  |  Sheepskin & Alpaca Gifts |  Shiekh Shoes |  Silverworks |  SoHo |  Soma Intimates |  Spa Therapy |  Spencer Gifts |  Sprint |  Starbucks Coffee |  Starbucks Coffee - Center Court |  Starbucks Coffee - The Terraces |  Stride Rite |  Sunglass Hut |  Sunglass Hut - The Village |  Swarovski |  Sweet Factory |  Taco Time |  Teavana |  The Walking Company |  Things Remembered |  T-Mobile - Center Court |  T-Mobile - The Terraces |  T-Mobile - The Village |  Trade Secret |  Urban Outfitters |  Vans  |  Verizon Wireless |  Victoria's Secret |  Victoria's Secret Beauty |  Vitamin World |  Wet Seal |  White House/Black Market |  Williams-Sonoma |  Yankee Candle Co. |  Zales |  Zumiez"
Alexandria Mall,Louisiana,"3437 Masonic Drive, Alexandria, Louisiana 71301",+1 318-448-0227,31.27748,-92.46131,89 stores, $3 Jewelry |  Aeropostale |  Airbrush LA |  American Eagle Outfitters |  Auntie Anne's Pretzels |  Babbages |  Baby World |  Bag It |  Bath & Body Works |  Bed Bath & Beyond |  Bryan's Bags & More |  Buckle |  Bull's Gym |  Burlington Coat Factory |  California Nails |  Cash 4 Gold |  Cellular One |  Claire's  |  Corn Dog 7 |  Cubby Caboose |  Dead Sea Products |  Decibel |  Deja View |  Dillard's |  El Rodeo #2 |  Express |  Eyebrow & Body Art |  EyeMaster |  Famous Wok |  Fashion Boutique |  Fashion In Style |  Fashion World |  Finish Line |  Foot Locker |  Footaction USA |  Forever 21 |  GNC |  Gold Hut |  Gold Time |  Gordon's Jewelers |  Great American Cookies |  Hibbett Sports |  Hot Topic |  Champs Sports |  Chick-fil-A |  It's Fashion Metro |  JCPenney |  Jewelry Palace |  Justice |  Karat's |  Kay Jewelers |  Kostalla's |  Lady Foot Locker |  Lagniappe Theatre |  Leather Shop |  Lids |  MasterCuts |  Motherhood Maternity |  NY Burgers & Steaks |  PacSun |  Payless ShoeSource |  Perfume & Gifts |  Perfume Plaza |  RadioShack |  Regis Salon |  Rite Aid |  rue21 |  Sbarro |  Sears |  Shaan's |  Shoe Dept. |  Slinkee's |  Source Clothing |  Spencer's |  Sports-N-More |  Stage |  Suddenlink |  The Avenue |  The Children's Place |  The Limited |  Trade Secret |  Victoria's Secret |  Vitamin World |  Watch Hut |  Weiss & Goldring |  Wireless Phones |  Xpressions Prof. Photo |  Zales The Diamond Store
Algonquin Commons,Illinois,"SWC Randall Rd. & County Line Rd., Algonquin, IL 60102",,42.1537748,-88.2846686,66 stores," Aeropostale |  American Eagle Outfitters |  Archiver's |  Aveda |  Bath & Body Works |  Biaggi's Italiano Rest.  |  Bonefish Grill |  Borders (Closing) |  Carter's |  CBS Outdoors |  Claire's  |  Clarks |  Coldwater Creek |  Cool Cuts 4 Kids |  Dick's Sporting Goods |  Discovery Clothing |  DSW |  Express |  Gap  |  GapKids |  Gordmans |  Gymboree |  Hallmark Cards & Gifts |  Hollister Co. |  Hot Mama |  Houlihan's |  Charming Charlie |  Cheeseburger & Paradise |  Chicago Home Fitness |  Chico's |  J. Jill |  Jared Galleria of Jewelry |  Jos. A. Bank |  Justice |  Kid's Bunks & Beds |  Kirkland's |  LOFT |  New York & Company |  OfficeMax |  Old Navy |  On The Border |  Oreck Floor Care |  Pacific Sunwear |  PetSmart |  Pottery Barn |  Ross Dress For Less |  rue21 |  Select Comfort |  Shoelace, Inc. |  St. Roger's Abbey |  Stride Rite |  Subway |  Sylvan Learning |  The Gourmet Kernel |  The Children's Place |  Thirsty Whale |  Trader Joe's |  ULTA |  Venetian Nail Spa |  Victoria's Secret |  Vino 100 |  White House|Black Market |  Williams Sonoma |  Yankee Candle |  Zales The Diamond Store"
Almaden Plaza Shopping Center,California,"5353 Almaden Expressway, San Jose, CA 95118 ",(408) 264-3766 ,37.2517684,-121.877804,50 stores, Almaden Music & Dance |  Almaden Plaza Dental Care |  Ana Furniture |  Apple One Employment |  Barbeques Galore |  Barnes & Noble |  Baskin-Robbins |  Bed Bath & Beyond |  buybuy Baby |  Carter's |  Costco |  Creative Hairdressers |  Diddams Party Store |  Five Guys Burgers & Fries |  Fresh Choice |  Happi House |  House of Bagels |  Chase  |  Chevy's Mexican Rest. |  InSpa |  KB Fitness |  Majestic Beauty Supply |  Men's Wearhouse |  Metlife Home Loan |  National First Credit |  Omaha Steaks |  Orange Leaf Yogurt |  PetSmart |  Real Produce |  Red Lobster |  Ross Dress For Less |  SCCF Credit Union |  See's Candies |  Starbucks Coffee |  Style For Less |  Subway |  T.J.Maxx 'n More |  Tandoori Bistro |  Tilly's |  Trader Joe's |  Tuesday Morning |  U.S. Recruiting-Air Force |  U.S. Recruiting-Army |  U.S. Recruiting-Marines |  U.S. Recruiting-Navy |  Viva Nail Salon |  Weight Watchers |  Wingstop |  Work World
Almeda Mall,Texas,"12200 Gulf Freeway, Houston, Texas 77075",+1 713-944-1011,29.621075,-95.225676,65 stores, 3-D Games |  Air Grafix |  All Shoes $9.99 |  Bath & Body Works |  Belts of the World |  Bigg City |  Burlington Coat Factory |  Cellular Zone |  Claire's  |  Cosmetic Cove |  Creative Consumer Rsrch. |  Cricket |  err |  Exclusive Furniture |  EyeMasters |  Finish Line |  Foot Locker |  Footaction USA |  Geovanni Clothing |  Gizzmo's |  Glitters |  GNC |  Gold & Diamonds |  Gordon's Jewelers |  Great American Cookies |  Hibbett Sports |  Champs Sports |  Image |  Journeys |  Kaleidoscoop Ice Cream |  KFC/Taco Bell |  Kids Foot Locker |  Lady World |  Lids |  Lollipops |  Macy's |  Magic Shots |  Man Alive |  MasterCuts |  Mero & Co. |  New York & Company |  Oro Italiano |  Oro Perfumania |  Palais Royal |  PCX Men's Wear |  Piccadilly Cafeterias |  RadioShack |  Rainbow |  Rainbow Plus & Kids |  Sam's Burgers & Gyro |  Sesame Hut |  Shirin Jewelers |  Shoe Envy |  Star Shots |  Thirsty's |  T-Mobile |  Toyz |  Underground Station |  Uniforms N More |  Vacant |  Vibrations |  Villa Pizza |  Visible Changes |  Vitamin World
Aloha Tower Marketplace,Hawaii,"1 Aloha Tower Drive, Honolulu, Hawaii 96813-4815",(808) 566-2337,21.3069728,-157.8653593,60 stores, A.T. Hula |  Aloha Candles |  Aloha Sushi |  Aloha Tower Jewelry |  Aloha Tower Sundries |  Ann's Fashion |  AT Hula |  Bikini Cantina |  Burlington Coat Factory |  Casa Mia Pizzeria |  Ceci |  CoverDat Accessories |  Crazy Fish |  Daniella |  Don Ho's Island Grill |  Elite Massage Academy |  Elite Pacific Properties |  err |  Fashion World |  First Hawaiian Bank ATM |  Gordon Biersch Brewery |  Hawaii Athletic Club |  Hawaiian Collection |  Hawaiian Ukulele |  Hibiscus Collection |  Honolulu Nail Bar |  Hooters |  Chai's Island Bistro |  Imperial Gallery |  Island Art Galleries |  Island Casual |  Island Fashions |  Island Oasis |  Island Vintage Coffee |  Kabuto |  Les Montres |  Lotus Health & Living |  Macy's |  Mag-Neat-O |  Maiden Hawaii |  Makino Chaya |  Melrose |  Millennium |  Nicky Shoe Company |  Olivia's Euro Collection |  Pacific Cabana |  Palais Royal |  Pipe Dreams Surf Company |  Precious Boutique |  Rainbow Hawaiian Souvenir |  Red Bamboo |  Sayumi's Princess Garden |  Star Apparel |  Star of Honolulu Office |  Sweet Memory Chocolates |  The Aloha Lounge |  The Waterfront |  Try My Dogs |  Vacant
Altamonte Mall,Florida,"451 East Altamonte Drive Altamonte Springs, Florida 32701",(407) 215-5100,28.6672066,-81.3758826,133 stores, Abercrombie & Fitch |  Aeropostale |  ALDO |  Altamonte Gold Buyers |  AMC Theatres |  American Eagle Outfitters |  American Greetings |  Apple Store |  AT&T; |  Auntie Anne's Pretzels |  babyGap |  Bahama Breeze |  Bakers |  Banana Republic |  Barnes & Noble |  Barnie's Coffee & Tea Co. |  Bath & Body Works |  bebe |  Best Buy Mobile |  Beya |  Body Shop Skin/Hair Care |  Brighton Collectibles |  Brow Art 23 |  Buckle |  Build-A-Bear Workshop |  Cache |  Claire's  |  Club BFF |  Coach |  COPS Center |  Dillard's |  Dollar Mania |  DQ Orange Julius |  Elegant Accents |  Elephant Bar Restaurant |  Express/Express Men |  Extreme Styles |  f.y.e. |  Fast Fix Jewelry Repair |  Finish Line |  Foot Locker |  Forever 21 |  Francesca's Collections |  G by Guess |  GameStop |  Gap/GapBody/GapKids |  GNC |  Gymboree |  H&M; |  Helzberg Diamonds |  Hollister Co. |  Hot Topic |  Hovan Gourmet |  Champs Sports |  Chao Cajun |  Charley's |  Charlotte Russe |  Chick-fil-A |  In Touch Wireless |  Ink Spot |  ISpice |  JCPenney |  JCPenney Optical |  Jerie Ann's Hallmark |  Journeys |  Justice |  Kay Jewelers |  Kids Foot Locker |  Kitchen Collection |  Lane Bryant |  LensCrafters |  Lids |  LOFT |  MAC Cosmetics |  Macy's |  Magnific Fine Jewelers |  Maki of Japan |  Mandarin Express |  Max Rave |  Mayors Jewelers |  McDonald's |  Men's Wearhouse & Tux |  Motherhood Maternity |  Mrs. Fields Cookies |  Nail Spa |  Oceanology |  Oriental Health Massage |  Orlando Ale House |  Pacific Sunwear |  Paris Nails |  Payless ShoeSource |  Perfumania |  Piercing Pagoda |  Pinocchio's Puppet Thtre |  Professional Shoe Repair |  Quick Test |  RadioShack |  Rainbow |  Regis Salon |  Sbarro |  Sears |  Seasons 52 Fresh Grill  |  Sketchers |  Sol |  Solstice |  Spencer's |  Sports Fan-Attic |  Stride Rite |  Subway |  Sunglass Hut |  Swarovski |  Taco Bell |  Teavana |  The Children's Place |  The Prom Store |  The Sleep Number Store |  Things Remembered |  T-Mobile |  Trade Secret |  Traffic |  ULTA |  Urban Wear |  Verizon Wireless |  Victoria's Secret |  Wet Seal |  White House|Black Market |  Write In Style |  Yankee Candle |  YoBelle |  Zales The Diamond Store |  Zori Store |  Zumiez
Alton Square Mall,Illinois,"200 Alton Square Mall Dr., Alton, Illinois 62002",+1 618-465-5500,38.9211958,-90.1726615,47 stores, Amarillo Tex's Steakhouse |  ATM Bank of America |  Bath & Body Works |  Claire's  |  Crown Vision Center |  Family Christian Stores |  Famous Footwear |  Fun & Games Arcade |  GameStop |  GNC |  Gold Stop |  Hayner Public Library |  Hickory Farms |  Champs Sports |  China Gate |  Christian Science Reading |  Christopher & Banks |  J&W;'s Plain Ole Kitchen |  Jackson Hewitt Tax Svcs. |  JCPenney |  JCPenney Optical |  JCPenney Portrait Studio |  JCPenney Salon |  Kirlin's Hallmark |  Macy's |  MasterCuts |  Maurices |  Merle Norman Cosmetics |  New York & Company |  Olga's Kitchen |  Payless ShoeSource |  RadioShack |  RadioShack Wireless |  Savvi Formalwear |  Sears |  Sears Automotive Center |  Sears Optical Center |  Sears Portrait Studio |  Spencer's |  Spirit Halloween |  The Cookie Factory Bakery |  The Finish Line |  Things Remembered |  U.S. Postal Service |  Vitamin World |  Yeti Wireless Accessories
Americana Manhasset,New York,"2060 Northern Boulevard, Manhasset, New York 11030",516.627.2277,40.7964715,-73.6717616,67 stores, Alice & Olivia |  Ann Taylor |  Anne Fontaine |  Banana Republic |  Bottega Veneta |  Brooks Brothers |  Burberry |  Cartier |  Cipollini Pronto Cafe |  Cipollini Trattoria & Bar |  Coach |  Cole Haan |  Concierge Store |  David Yurman |  Dior |  Donna Karan of New York |  Ermenegildo Zegna |  Escada |  Estee Lauder Spa |  Etro |  Fendi |  Gap  |  GapKids |  Giorgio Armani |  Gucci |  Hermes |  Hirshleifer's |  Hirshleifer's ETC |  Hirshleifer's Shoe Salon |  HSBC |  CH Carolina Herrera |  Chanel |  Chrome Hearts |  Ilori |  Intermix |  J. Mendel |  Jimmy Choo |  Juicy Couture |  Lacoste |  Leggiadro |  London Jewelers |  London Jewelers Watch |  Loro Piana |  Louis Vuitton |  Malandrino |  Martin Viette |  MaxMara |  Michael Kors |  Morgenthal-Frederics |  Oscar De La Renta |  Prada |  Ralph Lauren |  Regal Cinemas |  Salvatore Ferragamo |  Shoe Box |  Sneakerology |  Spring Flowers |  St. John |  Theory |  Tiffany & Co. |  Toku |  Van Cleef & Arpels |  Versace |  Vilebrequin |  Vince |  Wolford Boutique
Amerige Heights Town Center,California,"1893 W Malvern Ave, Fullerton, CA 92835",,33.8774032,-117.9623516,46 stores," Albertsons |  Albertsons Fuel Center |  Amerige Cleaners |  Barnes & Noble |  Bath & Body Works |  Beecrazee |  C2 Education Center |  Countrywide Home Loans |  Daphne's Greek Cafe |  Dr. Alvin/Janice Arellano |  Dr. Steven Yu, DDS |  GameStop |  GNC |  Gold's Gym |  Hair Studio If... |  Haircutters |  Hashigo Sushi |  Cherry On Top |  Island's Fine Burgers |  Jamba Juice |  Koba Tofu Grill |  Mathnasium of Fullerton |  McDonald's |  Mochilato Bakery & Cafe |  Old Navy |  Olympic Golf |  Panda Express |  Payless ShoeSource |  Professional Nails |  Ross Dress For Less |  Rubio's Baja Grill |  Sato Sushi |  Souplantation |  Starbucks Coffee |  Subway |  Taco Bell |  Target |  The UPS Store |  The Venue |  T-Mobile |  Togo's |  Top Class Pizza |  Verizon Wireless |  Wells Fargo |  World Tae Kwon Do Academy"
Anaheim Town Square,California,"2180 East Lincoln Avenue, Anaheim, CA  92806",(714) 956-3411,33.8393924,-117.8862311,56 stores," 99 Cent Only Stores |  American Cuts & Perms |  Anaheim Black Belt Center |  Anaheim Optometry |  Anaheim Urgent Care |  Anna's Linens |  AT&T; |  Baskin-Robbons/Togo's |  Big Kmart |  Burger King |  Burrito Grill |  California Green Cleaners |  Cancun Juice |  Coffee Bean & Tea Leaf |  Don Roberto Jewelers |  Fallas Paredes |  Fashion Avenue |  Fashion Joy |  First China Kitchen |  Francisco's Halloween |  Fullerton Community Bank |  GameStop |  Georgie's Donuts |  GNC |  Goodwill Store |  H&R; Block |  Hawaiian King BBQ |  HomeTown Buffet |  Check 'n Go |  Children's Dental Group |  IHOP |  KFC |  Maria Lourdes Morato, DMD |  Nana Nails |  Opus Bank |  O'Reilly Auto Parts |  Payless ShoeSource |  Pep Boys |  Planet Fitness |  Precision Laser Skin Care |  Purrfect Auto Service Ctr |  Ralphs |  Rent-A-Center |  Sally's Beauty Supply Co. |  Shasa Shoe & Accessory |  Staples |  Sunsplash Tanning |  Supercuts |  Susie's Deals |  The UPS Store |  T-Mobile |  U.S. Post Office |  Wells Fargo |  WSS. |  Yuva Threading Salon"
Anderson Mall,South Carolina,"3131 N Main St, Anderson, SC 29621-2764",(864) 226-7088,34.539263,-82.67096,54 stores, Aeropostale |  American Eagle Outfitters |  Anderson Express |  Bath & Body Works |  Belk |  Belk Salon and Spa |  Books-A-Million/Joe Muggs |  Bryant's Barber Shop |  Carolina Scrubs |  Cellaris |  Claire's Accessories |  Dillard's |  Enoch's Karate |  Express |  Firestone |  Foot Locker |  Footaction USA |  GNC |  Great American Cookie Co. |  Hallmark |  Hollister Co. |  Hot Topic |  Champs Sports |  Charlie Nelson's |  Chic 5 |  Chick-fil-A |  IBouncee |  jcpenney |  Jeweler's Bench |  Journeys |  Justice |  Kay Jewelers |  Lady Foot Locker |  Lane Bryant |  LensCrafters |  Lids |  Manhattan |  Mexican Deli |  New York & Company |  New Yorker |  Perfumania |  Philly Cheese Steaks |  Piercing Pagoda |  Rack Room Shoes |  Rochelle |  Sbarro |  Sears |  Sears Optical |  Sunshine Wireless |  The Children's Place |  Trends |  Victoria's Secret |  Wet Seal
Anchorage 5th Avenue Mall,Alaska,"320 W 5th Ave, Anchorage, AK 99501-2353",(907) 258-4003,61.2175604,-149.888518,86 stores," 1 Stop Beauty |  5th Avenue Deli |  Abercrombie & Fitch |  Aerie by American Eagle Outfitters |  Aeropostale |  Alaska Communications |  Alaska Walking Store, The |  Alaska Wild Berry Products |  American Eagle Outfitters |  Apple Store |  Apricot Lane |  Arby's |  AT&T; |  ATM Machine |  Auntie Anne's Pretzels |  Banana Republic |  bareMinerals |  bebe |  Beyond Beads |  Bottoms Boutique |  Build-A-Bear Workshop® |  Burgers Wings & Things |  Circular |  Claire's |  Coach |  Crazy 8 |  Eddie Bauer |  Famous Footwear |  Famous Wok |  Fast Fix Jewelry Repair |  Follow The Bunny - Easter Photo Experience |  Foot Locker |  Fred Meyer Jewelers |  Fruitland |  GameStop |  Gap |  GCI Store |  GNC |  Gold Buyers at the Mall |  Gymboree |  HOPS Hallmark |  Hot Dog On A Stick |  Hot Topic |  Chopsticks |  Christian Science Reading Room |  Iditarod |  jcpenney |  jcpenney Optical |  jcpenney Portrait Studio |  J-N-S |  Journeys |  Kay Jewelers |  Lids |  Liz Nails |  Mall Office |  MasterCuts |  Motherhood Maternity® |  Nordstrom |  Nordstrom Cafe |  Oil & Vinegar |  Once In A Blue Moose |  PacSun |  Pandora |  Payless ShoeSource |  Peachwave Frozen Yogurt |  Perfumania |  Pretzel Factory |  Radio Shack |  Regis Salons |  Sephora |  Souper Bowl |  Subway |  Sullivan's Steakhouse |  Sunglass Hut |  Taco Palace |  Teavana |  Thai Garden |  The Body Shop |  U.S. Postal Service |  Villa Fresh Italian Kitchen |  Wells Fargo Bank |  Wet Seal |  Zack's Famous Frozen Yogurt |  Zales Jewelers |  Zumiez"
Animas Valley Mall,New Mexico,"4601 East Main Street, Farmington, NM",505-326-2654,36.766012,-108.149008,78 stores, Ale Bre` |  Animas 10 Cinema |  Applebee's Neighborhood Grill & Bar |  Arts & Crafts Fair |  AT & T |  Bath & Body Works |  Bola Tys & Butterflys |  Boot Barn |  Buckle |  Cell Needs |  Cellular One |  CJ Banks |  Claire's Boutique |  Coach House Gifts / Hallmark |  Corn Dogs Plus |  Deb Shop |  Dillard's |  Dollar Tree Store |  Famous Footwear |  Famous Wok |  Fashion Shoes |  Foot Locker |  Footaction |  FR's |  G Tees |  Game Stop |  General Nutrition Center |  Hot Topic |  Christiani Tees |  Christopher & Banks |  Infinity Wireless/Verizon |  INIZIO |  JC Penney |  JC Penney Salon |  Journey's |  Kay Jewelers  |  Kid's Foot Locker |  Lady Foot Locker |  LeNails |  MasterCuts |  Maurices |  Mild to Wild Knives & Swords |  Mini Mart |  Motherhood Maternity |  Nestle Toll House Cafe |  Next Level Home Audio & Video |  Nori Japan |  Off the Chain |  Pacific Sunwear |  Payless / Payless Kids |  Perfume Town |  Piercing Pagoda  |  Qwest |  R Sports |  Radio Shack |  Regis Salon |  Rocky Mountain Chocolate Factory |  Ross Dress For Less |  rue21 |  Samuels Jewelers |  Sbarro Italian Eatery |  Sears |  Sears Automotive Center |  Sears Portrait Studio |  Sherrie's Studio |  Sofa Block Oak Superstore |  Sole Source |  Southwest Ink |  Subway |  Sunglass Hut |  Taco Bell |  Things Remembered  |  Tilt Arcade |  Turbo Graffix |  V Burger |  Zales Jewelry |  Zumiez
Annapolis Harbour Center,Maryland,"2512 Solomons Island Road ,Annapolis, Maryland 21401 ",+1 410-266-5857,38.9765963,-76.5403481,43 stores, Baja Fresh Mexican Grill |  Barnes & Noble |  Bow-Tie Cinemas |  Bubbles |  Capital One Bank |  Cloud 9 Clothing |  Diva Boutique |  DSW |  Enchanted Art |  Everything But Water |  GameStop |  Hair Cuttery |  Chico's |  Jennifer Convertibles |  Jos. A. Bank |  Justice |  Lebanese Taverna |  LOFT |  Melissa's Hallmark |  Millwood Furniture |  Nail Touch |  NASA Federal Credit Union |  Nordstrom Rack |  Old Navy |  Omaha Steaks |  PA Dutch Farmers Market |  Potbelly Sandwich Shop |  Rack Room Shoes |  RadioShack |  Ritz Camera |  Robeks |  Sole Comfort Shoes |  Soma Intimates |  South Moon Under |  Starbucks Coffee |  Stillridge Herb Farm |  T.G.I. Friday's |  The Fresh Market |  The Healthy Back Store |  Ulta Beauty |  Verizon Wireless |  Yankee Candle
Annapolis Towne Centre at Parole,Maryland,"2505 Riva Road, Annapolis, Maryland 21401",+1 410-573-9050,38.981989,-76.543325,49 stores, 24 Hour Fitness |  About Faces Day Spa |  Anthropologie |  Arhaus Furniture |  As Kindred Spirits |  AT&T; |  ATC Cleaners |  Bank of America  |  Bank Of Annapolis |  Bed Bath & Beyond |  Bin 201 |  BRIO Tuscan Grille |  Brooks Brothers |  Cadillac Ranch |  Coldwater Creek |  Desi Living Innovations |  Eastern Mountain Sports |  Go Wireless |  Gordon Biersch Brewery |  Great Gatherings |  Hair Cuttery |  Charm City Run |  Chop House |  J. Jill |  Lucy Activewear |  lululemon |  Menchies Frozen Yogurt |  Metro Silver Diner |  My Eye Dr. |  Office Lobby |  Origins |  P.F. Chang's China Bistro |  Paladar |  Paper Source |  Philly Flash |  PNC Bank |  Poppy & Stella |  Real Seafood |  Restoration Hardware |  Reveal Medspa |  SECU Credit Union |  Smyth |  Sur La Table |  Talbots |  Target |  Urban Chic |  Whole Foods Market |  Ziki Japanese Steakhouse
